qt_d1sbqsiftd,qt_e1sbqsiftd,qt_3iyhzvnitd,qt_xd6evd8dtd
,הגפן 1 בית זית,דואר ישראל,סניפי דואר 🟡
,"אופקים, יהדות דרום אפריקה 1",מחסני השוק,מרכולים 🟣
,"כפר יאסיף די סנטר  0, כפר יאסיף",הפועלים,כספומטים 🟢
,"אל קודס  0, קלנסווה",לאומי,כספומטים 🟢
, עמנואל,דואר ישראל,סניפי דואר 🟡
,"נתיבות, בעלי מלאכה 2031",שוק העיר,מרכולים 🟣
, אלקנה,דואר ישראל,סניפי דואר 🟡
,"דליות  6, קצרין",לאומי,כספומטים 🟢
,אבני נזר 46 מודיעין עילית,דואר ישראל,סניפי דואר 🟡
, אורנית,דואר ישראל,סניפי דואר 🟡
,"זיידמן  2, קריית אונו",לאומי,כספומטים 🟢
,"באר שבע, בית אשל 1",מחסני השוק,מרכולים 🟣
,"כלב בן יפונה  0, קריית ארבע",לאומי,כספומטים 🟢
,"העצמאות  66, קריית אתא",לאומי,כספומטים 🟢
,צביה ויצחק 800 ירושלים,דואר ישראל,סניפי דואר 🟡
,שד דיין משה 106 ירושלים,דואר ישראל,סניפי דואר 🟡
,"קריית מלאכי, ש צבא קבע 1",מחסני השוק,מרכולים 🟣
,"עפולה, קפלן 10",מחסני השוק,מרכולים 🟣
,"אילת, ברקת 13",מחסני השוק,מרכולים 🟣
,בן יפונה 14 קריית ארבע,דואר ישראל,סניפי דואר 🟡
,"קריית גת, דרך הדרום 1",מחסני השוק,מרכולים 🟣
,"מעלות-תרשיחא, תובל 1",דאבח,מרכולים 🟣
,דרך השלום 69 אבו גוש,דואר ישראל,סניפי דואר 🟡
,"קרן היסוד  29, קריית אתא",לאומי,כספומטים 🟢
,מעלות כיסופים 801 ירושלים,דואר ישראל,סניפי דואר 🟡
,"באר שבע, האורגים 1",מחסני השוק,מרכולים 🟣
,דרך ראמאללה ירושלים,דואר ישראל,סניפי דואר 🟡
,יד חרוצים 18 ירושלים,דואר ישראל,סניפי דואר 🟡
,"באר שבע, שד יעלים 16",מחסני השוק,מרכולים 🟣
,שד נוה יעקב 611 ירושלים,דואר ישראל,סניפי דואר 🟡
,"שנקר  4, הרצלייה",דיסקונט,בנקים 🔵
,"חיפה, נתיב חן 1",שופרסל שלי,מרכולים 🟣
,"קרן היסוד  64, קריית ביאליק",לאומי,כספומטים 🟢
,"דרך עכו  194, קריית ביאליק",לאומי,כספומטים 🟢
,שדרות רחבעם 1 קרני שומרון,דואר ישראל,סניפי דואר 🟡
,"באר שבע, שד יעלים 34",מחסני השוק,מרכולים 🟣
,"דרך חברון  101, ירושלים",הפועלים,כספומטים 🟢
,המכבים 46 גבעת זאב,דואר ישראל,סניפי דואר 🟡
,אבא ברדיצב 2 ירושלים,דואר ישראל,סניפי דואר 🟡
,"קריית ים, שרת משה 2",מחסני השוק,מרכולים 🟣
,גלבוע 116 אלפי מנשה,דואר ישראל,סניפי דואר 🟡
,"הגפן  3, קריית גת",לאומי,כספומטים 🟢
,עטרות ירושלים,דואר ישראל,סניפי דואר 🟡
,"מעלות-תרשיחא, נרקיס עוזי 3",שופרסל,מרכולים 🟣
,"קצרין, דליות 6",מחסני השוק,מרכולים 🟣
,הראל 1 מבשרת ציון,דואר ישראל,סניפי דואר 🟡
,"ככר בן גוריון  0, קריית טבעון",לאומי,כספומטים 🟢
,יהודה 14 אריאל,דואר ישראל,סניפי דואר 🟡
,דרך בני אפרים 1 מעלה אפרים,דואר ישראל,סניפי דואר 🟡
,"שדרות משה גושן  90, קריית מוצקין",לאומי,כספומטים 🟢
,"חיפה, איתין יהודה 4",שופרסל,מרכולים 🟣
,"חיפה, ככר מאירהוף 9",שופרסל,מרכולים 🟣
,"בן גוריון  0, קריית מלאכי",לאומי,כספומטים 🟢
,דרך קדם 5 מעלה אדומים,דואר ישראל,סניפי דואר 🟡
,שד התמרים 19 אילת,דואר ישראל,סניפי דואר 🟡
,"כפר תבור, בזלת 3",שופרסל,מרכולים 🟣
,"חיפה, חורב 15",שופרסל חורב,מרכולים 🟣
,הרצל 18 אשקלון,דואר ישראל,סניפי דואר 🟡
,"חיפה, ככר מאירהוף 9",שופרסל דיל,מרכולים 🟣
,שד רגר יצחק 9 באר שבע,דואר ישראל,סניפי דואר 🟡
,"נור אל-דין  8, ירושלים",הפועלים,כספומטים 🟢
,"ככר צה""ל  0, קריית שמונה",לאומי,כספומטים 🟢
,שד יעלים 42 באר שבע,דואר ישראל,סניפי דואר 🟡
,"פרדס חנה-כרכור, דרך קדמה 22",שופרסל,מרכולים 🟣
,"טבריה, העמקים 1",שופרסל,מרכולים 🟣
,מבצע יואב 49 באר שבע,דואר ישראל,סניפי דואר 🟡
,"הגפן  1, קרני שומרון",לאומי,כספומטים 🟢
,האילנות 1 נהורה,דואר ישראל,סניפי דואר 🟡
,מרכז מסחרי - שוק עירוני רהט,דואר ישראל,סניפי דואר 🟡
,"כביש ראמה-סאג'ור  0, ראמה",לאומי,כספומטים 🟢
,"המלך ג'ורג'  16, ירושלים",הפועלים,כספומטים 🟢
,"זהרה אלפסיה  7, ראש העין",לאומי,כספומטים 🟢
,הגפן 7 קריית גת,דואר ישראל,סניפי דואר 🟡
,"מיתר, שדרות המייסדים 1",שופרסל,מרכולים 🟣
,"בגין מנחם 4 בני עי""ש",דואר ישראל,סניפי דואר 🟡
,"בורנשטיין צבי  915, ירוחם",הפועלים,כספומטים 🟢
,"מ""ג המעפילים 5 דימונה",דואר ישראל,סניפי דואר 🟡
,"כפר סבא, רפפורט 6",שופרסל,מרכולים 🟣
,בורנשטיין צבי 655 ירוחם,דואר ישראל,סניפי דואר 🟡
,"האגס  0, ראש פינה",לאומי,כספומטים 🟢
,"בני ברק, הרב כהנמן 10",שופרסל,מרכולים 🟣
,שד בן גוריון 8 מצפה רמון,דואר ישראל,סניפי דואר 🟡
,"צפת, החרמון 1",שופרסל,מרכולים 🟣
,"אריאל, מוריה 2",שופרסל,מרכולים 🟣
,רבי עקיבא 38 נתיבות,דואר ישראל,סניפי דואר 🟡
,"זד""ל  7, ראשון לציון",לאומי,כספומטים 🟢
,בן יאיר אלעזר 35 ערד,דואר ישראל,סניפי דואר 🟡
,מרכז מסחרי צוחר,דואר ישראל,סניפי דואר 🟡
,"הרצל  65, ראשון לציון",לאומי,כספומטים 🟢
,"גולדה מאיר  1, ראשון לציון",לאומי,כספומטים 🟢
,"ירוחם, בורנשטיין צבי 1",שופרסל,מרכולים 🟣
,"משה לוי  11, ראשון לציון",לאומי,כספומטים 🟢
,"הרצל  200, רחובות",לאומי,כספומטים 🟢
,מרכז היישוב מיתר,דואר ישראל,סניפי דואר 🟡
,לייפר מילר רחל 17 אשקלון,דואר ישראל,סניפי דואר 🟡
,"חריש, טורקיז 3",שופרסל,מרכולים 🟣
,"ראשון לציון, שמוטקין בנימין 30",שופרסל,מרכולים 🟣
,"תל אביב -יפו, אלון יגאל 76",שופרסל,מרכולים 🟣
, תל שבע,דואר ישראל,סניפי דואר 🟡
,"רהט, אלמוהנדס 1",שופרסל,מרכולים 🟣
,"פתח תקווה, רוטשילד 79",שופרסל,מרכולים 🟣
,לב עלי 3 עלי,דואר ישראל,סניפי דואר 🟡
,משעול הנשיא 8 שדרות,דואר ישראל,סניפי דואר 🟡
,הרצל 1 אשדוד,דואר ישראל,סניפי דואר 🟡
,"פתח תקווה, פרידמן אלעזר 9",שופרסל,מרכולים 🟣
,"קריית מוצקין, ירושלים 1",שופרסל,מרכולים 🟣
,בן צבי 24 בית שמש,דואר ישראל,סניפי דואר 🟡
,"ערד, הקנאים 27",שופרסל,מרכולים 🟣
,ראובן 1 בית שמש,דואר ישראל,סניפי דואר 🟡
,"טארק עבד אל חי  1, טירה",הפועלים,כספומטים 🟢
,"רמת גן, ספיר יוסף 9",שופרסל,מרכולים 🟣
,"שדרות הרצל  84, רמלה",לאומי,כספומטים 🟢
,"הירדן  79, רמת גן",לאומי,כספומטים 🟢
,המלך דוד 18 אשדוד,דואר ישראל,סניפי דואר 🟡
,"תל מונד, הדקל 49",שופרסל,מרכולים 🟣
,"נתניה, סמילנסקי 13",שופרסל,מרכולים 🟣
,הרצל 30 ראשון לציון,דואר ישראל,סניפי דואר 🟡
,ראובן ובת שבע 4 ראשון לציון,דואר ישראל,סניפי דואר 🟡
,"בת ים, בלפור 25",שופרסל,מרכולים 🟣
,הכשרת הישוב 7 ראשון לציון,דואר ישראל,סניפי דואר 🟡
,"שוהם  2, רמת גן",לאומי,כספומטים 🟢
,גבריאלוב 12 רחובות,דואר ישראל,סניפי דואר 🟡
,"פרדס חנה-כרכור, דרך הבנים 19",שופרסל,מרכולים 🟣
,הרצל 165 רחובות,דואר ישראל,סניפי דואר 🟡
,"דרך ארץ  2, חריש",הפועלים,כספומטים 🟢
,"ביאליק  22, רמת גן",לאומי,כספומטים 🟢
,נחל דולב 19 בית שמש,דואר ישראל,סניפי דואר 🟡
,הנחשול 30 ראשון לציון,דואר ישראל,סניפי דואר 🟡
,"סוקולוב  69, רמת השרון",לאומי,כספומטים 🟢
,"אילת, ירושלים השלמה 52",שופרסל,מרכולים 🟣
,"רכסים, הכלניות 45",שופרסל,מרכולים 🟣
,"חורש האלונים  4, רמת ישי",לאומי,כספומטים 🟢
,חטיבת גולני 9 מודיעין-מכבים-רעות,דואר ישראל,סניפי דואר 🟡
,"הר""ן 6 ביתר עילית",דואר ישראל,סניפי דואר 🟡
,"קריית מוצקין, שד ויצמן 1",שופרסל,מרכולים 🟣
,"אור עקיבא, שד הנשיא וייצמן 1",שופרסל,מרכולים 🟣
,"פתח תקווה, רוטשילד 180",שופרסל,מרכולים 🟣
,שד מונטיפיורי 6 אשדוד,דואר ישראל,סניפי דואר 🟡
,"עפולה, שד רבין יצחק 5",שופרסל,מרכולים 🟣
, אלון מורה,דואר ישראל,סניפי דואר 🟡
,"חלוצי התעשיה  3, חיפה",הפועלים,כספומטים 🟢
,"אילת, הסתת 15",שופרסל,מרכולים 🟣
,"פרדס חנה-כרכור, דרך הבנים 17",שופרסל,מרכולים 🟣
,"קרן היסוד  2, רעננה",לאומי,כספומטים 🟢
,היצירה 21 רמלה,דואר ישראל,סניפי דואר 🟡
,"ירושלים, זנגויל 1",שופרסל,מרכולים 🟣
,"חורב  15, חיפה",הפועלים,כספומטים 🟢
,"טרומפלדור  47, חיפה",הפועלים,כספומטים 🟢
,"בת חפר, שד עמק חפר 29",שופרסל,מרכולים 🟣
,חרוב 2 יבנה,דואר ישראל,סניפי דואר 🟡
,"אהבת ישראל  3, שדרות",לאומי,כספומטים 🟢
, גבעת ברנר,דואר ישראל,סניפי דואר 🟡
,הזית 1 בית אריה,דואר ישראל,סניפי דואר 🟡
,"עמק איילון  30, שוהם",לאומי,כספומטים 🟢
,"קצרין, דרך החרמון 7",שופרסל,מרכולים 🟣
,"רמת השרון, מתחם גלילות 1",שופרסל,מרכולים 🟣
,"מודיעין-מכבים-רעות, שד המלאכות 12",שופרסל,מרכולים 🟣
,"תל אביב -יפו, ארלוזורוב 53",שופרסל,מרכולים 🟣
,"רמת גן, תרצה 19",שופרסל,מרכולים 🟣
,"כרמיאל, מורד הגיא 98",שופרסל,מרכולים 🟣
,"באר שבע, שדרת הערים התאומות 28",שופרסל,מרכולים 🟣
,"בית שמש, העליה 1",שופרסל,מרכולים 🟣
,"פתח תקווה, העצמאות 65",שופרסל,מרכולים 🟣
,"כמאל גונבלאט  0, שפרעם",לאומי,כספומטים 🟢
,"רש""י 1 קריית מלאכי",דואר ישראל,סניפי דואר 🟡
,"קריית עקרון, הלוטם 27",שופרסל,מרכולים 🟣
,רזיאל דוד 1 רמלה,דואר ישראל,סניפי דואר 🟡
,"צפת, ויצמן 20",שופרסל,מרכולים 🟣
,"קרן היסוד  1, חולון",הפועלים,כספומטים 🟢
,שדרות דם המכבים 28 מודיעין-מכבים-רעות,דואר ישראל,סניפי דואר 🟡
,"זכרון יעקב, המיסדים 2",שופרסל,מרכולים 🟣
,הרצל 20 גן יבנה,דואר ישראל,סניפי דואר 🟡
,"תופיק זיאד  370, שפרעם",לאומי,כספומטים 🟢
,"ראשון לציון, שד יעקב 50",שופרסל,מרכולים 🟣
,"רמת השרון, אוסישקין 5",שופרסל,מרכולים 🟣
,"ויצמן  46, חולון",הפועלים,כספומטים 🟢
,"בארות יצחק, בארות יצחק 1",שופרסל,מרכולים 🟣
,"ירושלים, פארן 7",שופרסל,מרכולים 🟣
,"ירושלים, ברכת אברהם 22",שופרסל,מרכולים 🟣
,השלושה 2 תל אביב - יפו,דואר ישראל,סניפי דואר 🟡
,"באר יעקב, שא נס 17",שופרסל,מרכולים 🟣
,יהונתן 4 תל אביב - יפו,דואר ישראל,סניפי דואר 🟡
,"לאונרדו דה וינצ'י  12, תל אביב -יפו",לאומי,כספומטים 🟢
,"קריית טבעון, יהודה הנשיא 1",שופרסל,מרכולים 🟣
,הקשת 6 תל אביב - יפו,דואר ישראל,סניפי דואר 🟡
,הירקון 61 תל אביב - יפו,דואר ישראל,סניפי דואר 🟡
,"מרזוק ועזר  11, תל אביב -יפו",לאומי,כספומטים 🟢
