qt_p9hh25phtd,qt_xs4phvphtd,qt_ys4phvphtd,qt_h8phm6rhtd,qt_oldnq6rhtd
  tel:,"צור יצחק, נחל איילון 10, ישראל",ויקטורי צור יצחק,מרכולים,1
  tel:,"כנפי נשרים  24, ירושלים, ישראל",מרכנתיל כנפי נשרים,כספומטים,9
  tel:,"גבעת משה  5, ירושלים, ישראל",מרכנתיל סנהדריה,כספומטים,9
  tel:,"רמת גן, שד האורנים רמת אפעל 16, ישראל",קרפור קרפור רמת אפעל,מרכולים,1
  tel:,"כפר יונה, שרת 6, ישראל",קרפור קרפור סיטי כפר יונה שרת,מרכולים,1
  tel:,"גני תקווה, הכרמל 20, ישראל",ויקטורי ויקטורי,מרכולים,1
  tel:,"שד' גולדה מאיר  255, ירושלים, ישראל",מרכנתיל רמות,כספומטים,9
  tel:,"ערד, תעשיה 60, ישראל",קרפור קרפור ערד,מרכולים,1
  tel:,"ירמיהו  48, ירושלים, ישראל",מרכנתיל רוממה,כספומטים,9
  tel:,"שיח מחמוד אלאסדי 9 דייר אל-אסד, ישראל",דואר ישראל דיר אל אסד,סניפי דואר,7
  tel:,"שבי ציון  3, אשדוד, ישראל",לאומי מרכז שירות אשדוד,כספומטים,9
  tel:,"דאהר סנטר ירכא  0, ירכא, ישראל",מרכנתיל ירכא,כספומטים,9
  tel:,"כאבול  0, כאבול, ישראל",מרכנתיל כאבול,כספומטים,9
  tel:,"נתניה, מפי 5, ישראל",סטופמרקט סטופמרקט סוהו,מרכולים,1
  tel:,"חיפה, אינשטיין אלברט 139, ישראל",סטופמרקט חיפה,מרכולים,1
  tel:,"מרכז מסחרי חדש  0, כפר יאסיף, ישראל",מרכנתיל כפר יאסיף,כספומטים,9
  tel:,"חיפה, שד ההסתדרות 277, ישראל",סטופמרקט חיפה,מרכולים,1
  tel:,"כפר כנא  0, כפר כנא, ישראל",מרכנתיל כפר כנא,כספומטים,9
  tel:,"התע""ש  13, כפר סבא, ישראל",מרכנתיל כפר סבא,כספומטים,9
  tel:,"הוד השרון, הרקון 2, ישראל",חצי חינם הוד השרון,מרכולים,1
  tel:,"אשלים, לייפר- מילר רחל 68, ישראל",קרפור קרפור מרקט,מרכולים,1
  tel:,"רח' ראשי  0, כפר קאסם, ישראל",מרכנתיל כפר קאסם,כספומטים,9
  tel:,"הרצלייה, השונית 2, ישראל",סטופמרקט סטופמרקט,מרכולים,1
  tel:,"נתניה, גאון בני 2, ישראל",טיב טעם טיב טעם,מרכולים,1
  tel:,"הבזלת  2, כפר תבור, ישראל",מרכנתיל התבור,כספומטים,9
  tel:,"מזכרת בתיה, לילך 8, ישראל",קרפור קרפור סיטי מזכרת בתיה,מרכולים,1
  tel:,"קיסריה, הדולב 14, ישראל",טיב טעם טיב טעם קיסריה,מרכולים,1
  tel:,"רחוב ראשי  0, מג'ד אל-כרום, ישראל",מרכנתיל מג'ד אל כרום,כספומטים,9
  tel:,"סעדון אליהו 130 אור יהודה, ישראל",דואר ישראל סניף מרכזי אור יהודה,סניפי דואר,7
  tel:," יבנאל, ישראל",דואר ישראל יבנאל,סניפי דואר,7
  tel:,"שד' המייסדים  2, מיתר, ישראל",מרכנתיל מיתר,כספומטים,9
  tel:,"מעיליא  0, מעיליא, ישראל",מרכנתיל מעיליא,כספומטים,9
  tel:,"תל אביב -יפו, דבורה הנביאה 122, ישראל",טיב טעם טיב טעם,מרכולים,1
  tel:,"חיפה, החרושת 10, ישראל",טיב טעם חיפה,מרכולים,1
  tel:,"ויצמן  14, תל אביב -יפו, ישראל",יהב איכלוב,כספומטים,9
  tel:,"השוק  2, מעלות-תרשיחא, ישראל",מרכנתיל תרשיחא,כספומטים,9
  tel:,"יקנעם עילית, ירדן 62, ישראל",קשת טעמים קשת טעמים יקנעם,מרכולים,1
  tel:,"שד' הגעתון  38, נהרייה, ישראל",מרכנתיל נהריה,כספומטים,9
  tel:,"פאולוס השישי  83, נצרת, ישראל",מרכנתיל פאולוס השישי,כספומטים,9
  tel:,"מנחם בגין  125, תל אביב -יפו, ישראל","יהב קריית הממשלה ת""א - מגדל היובל",כספומטים,9
  tel:,"דרך ראמאללה ירושלים, ישראל",דואר ישראל כפר עקב (קלנדיה),סניפי דואר,7
  tel:,"הגליל  30, נצרת, ישראל",מרכנתיל נצרת ראשי,כספומטים,9
  tel:,"אשדוד, היהלומים 4, ישראל",קשת טעמים אשדוד,מרכולים,1
  tel:,"עפולה, אומן 3, ישראל",קשת טעמים קשת טעמים עפולה,מרכולים,1
  tel:,"דרך חיפה  0, נצרת, ישראל",מרכנתיל אל ראם,כספומטים,9
  tel:,"גבעת ברנר, גבעת ברנר 1, ישראל",קשת טעמים קשת טעמים ברנר,מרכולים,1
  tel:,"דרך בר יהודה  147, נשר, ישראל",מרכנתיל מרכז עסקים אזור חיפה,כספומטים,9
  tel:," כאבול, ישראל",דואר ישראל כאבול,סניפי דואר,7
  tel:,"בעלי המלאכה  200, נתיבות, ישראל",מרכנתיל נתיבות,כספומטים,9
  tel:,"פרדס חנה-כרכור, שדרות מחנה שמונים 4, ישראל",קרפור קרפור פרדס חנה,מרכולים,1
  tel:,"שמואל הציב  20, נתניה, ישראל",מרכנתיל נתניה,כספומטים,9
  tel:,"נתניה, המלאכה 28, ישראל",קשת טעמים המלאכה,מרכולים,1
  tel:,"פתח תקווה, הרב פינטו מסעוד 20, ישראל","קשת טעמים קשת טעמים פ""ת",מרכולים,1
  tel:,"סכנין  0, סח'נין, ישראל",מרכנתיל סכנין,כספומטים,9
  tel:,"נס ציונה, אבנר בן נר 1, ישראל",קרפור קרפור נס ציונה,מרכולים,1
  tel:,"חיפה, תל אביב 11, ישראל",קשת טעמים חיפה,מרכולים,1
  tel:,"רחוב ראשי  0, עיילבון, ישראל",מרכנתיל עילבון,כספומטים,9
  tel:,"החרושת  2, עכו, ישראל",מרכנתיל עכו,כספומטים,9
  tel:,"עראבה  0, עראבה, ישראל",מרכנתיל עראבה,כספומטים,9
  tel:,"צומת גלילות  1, רמת השרון, ישראל",יהב גלילות,כספומטים,9
  tel:,"רמת השרון, סוקולוב 67, ישראל",סופר ברקת סופר ברקת,מרכולים,1
  tel:,"תל אביב -יפו, קבוץ גלויות 106, ישראל",סופר ברקת סופר ברקת קיבוץ גלויות,מרכולים,1
  tel:,"הרצל  32, פתח תקווה, ישראל",מרכנתיל פתח תקוה,כספומטים,9
  tel:,"ראשון לציון, בקר 17, ישראל","סופר ברקת סופר ברקת ראשל""צ ",מרכולים,1
  tel:,"תל אביב -יפו, פנקס 48, ישראל",קרפור קרפור פנקס,מרכולים,1
  tel:,"שדרות משה גושן  86, קריית מוצקין, ישראל",מרכנתיל קרית מוצקין,כספומטים,9
  tel:,"צביה ויצחק 800 ירושלים, ישראל",דואר ישראל גילה,סניפי דואר,7
  tel:,"הראל 1 מבשרת ציון, ישראל",דואר ישראל קניון הראל,סניפי דואר,7
  tel:,"ראובן 1 בית שמש, ישראל",דואר ישראל גבעת שרת,סניפי דואר,7
  tel:,"הרצלייה, אמירים 2, ישראל",קרפור קרפור הרצליה,מרכולים,1
  tel:,"שפינוזה 2 אזור, ישראל",דואר ישראל אזור,סניפי דואר,7
  tel:," כפר יאסיף, ישראל",דואר ישראל כפר יאסיף,סניפי דואר,7
  tel:,"רחוב ראשי  1, ראמה, ישראל",מרכנתיל ראמה,כספומטים,9
  tel:,"רוטשילד  115, ראשון לציון, ישראל",מרכנתיל ראשון לציון,כספומטים,9
  tel:,"כיכר פ""ז  3, קריית גת, ישראל",יהב קריית גת,כספומטים,9
  tel:,"יהוד-מונוסון, התעשייה 29, ישראל",סופר ברקת סופר ברקת יהוד,מרכולים,1
  tel:,"מגדל העמק, האיצטדיון 7, ישראל",אושר עד אושר עד מגדל העמק,מרכולים,1
  tel:,"מרכז מסחרי  0, רהט, ישראל",מרכנתיל רהט,כספומטים,9
  tel:,"תל אביב -יפו, קרמניצקי 3, ישראל",אושר עד אושר עד,מרכולים,1
  tel:,"הרצל  189, רחובות, ישראל",מרכנתיל רחובות,כספומטים,9
  tel:,"ריינה  0, ריינה, ישראל",מרכנתיל ריינה,כספומטים,9
  tel:,"משה גושן  18, קריית ביאליק, ישראל",יהב קריית ביאליק,כספומטים,9
  tel:,"שד' הרצל  75, רמלה, ישראל",מרכנתיל רמלה,כספומטים,9
  tel:,"לוד, בת שבע 1, ישראל",אושר עד אושר עד לוד,מרכולים,1
  tel:,"יהשוע חנקין  14, עפולה, ישראל",יהב עפולה,כספומטים,9
  tel:,"חדרה, המסגר 22, ישראל",אושר עד אושר עד חדרה,מרכולים,1
  tel:,"ז'בוטינסקי  54, רמת גן, ישראל",מרכנתיל רמת גן,כספומטים,9
  tel:,"נתניה, שד לנטוס טום 40, ישראל",אושר עד קניון נעימי נתניה,מרכולים,1
  tel:,"ארחי בישוף חג'אר  0, שפרעם, ישראל",מרכנתיל שפרעם,כספומטים,9
  tel:,"דאלית אל-כרמל, כיכר 1 1, ישראל",קרפור קרפור דלית אל כרמל,מרכולים,1
  tel:,"1693000 כפר כנא, ישראל",דואר ישראל כפר כנא,סניפי דואר,7
  tel:,"שד' ירושלים  16, תל אביב -יפו, ישראל",מרכנתיל יפו,כספומטים,9
  tel:,"דרך מנחם בגין  74, תל אביב -יפו, ישראל",מרכנתיל ראשי תל אביב,כספומטים,9
  tel:,"ירושלים, בית הדפוס 29, ישראל",אושר עד בית הדפוס,מרכולים,1
  tel:,"קריית ביאליק, מולר הנס 6, ישראל",אושר עד אושר עד קרית ביאליק,מרכולים,1
  tel:,"העצמאות  2, תל אביב -יפו, ישראל",מרכנתיל טירת הכרמל,כספומטים,9
  tel:,"אשדוד, בעלי מלאכה 4, ישראל",אושר עד אשדוד,מרכולים,1
  tel:,"דרך מנחם בגין  132, תל אביב -יפו, ישראל",מרכנתיל השלום,כספומטים,9
  tel:,"בית חירות, בית חירות 1, ישראל",סטופמרקט קניון M הדרך,מרכולים,1
  tel:,"הארבעה  19, תל אביב -יפו, ישראל",מרכנתיל עסקים ראשי,כספומטים,9
  tel:,"מרכז מסחרי  1, אום אל-פחם, ישראל",מזרחי אום אל פחם,כספומטים,9
  tel:,"יהודה הלוי  27, תל אביב -יפו, ישראל",דיסקונט מרכז השקעות בינלאומי,בנקים,6
  tel:,"בית שמש, הגליל 1, ישראל",אושר עד בית שמש נעימי,מרכולים,1
  tel:,"רחובות, קינד מוטי 1, ישראל",רמי לוי רמי לוי רחובות,מרכולים,1
  tel:,"אבן יהודה, ההסתדרות 2, ישראל",סטופמרקט אבן יהודה,מרכולים,1
  tel:,"הרצל פינת רח' קדש  32, אופקים, ישראל",מזרחי אופקים,כספומטים,9
  tel:,"נשר, דרך בר יהודה 96, ישראל",רמי לוי נשר,מרכולים,1
  tel:,"אריאל שרון  6, אור יהודה, ישראל",מזרחי אור יהודה,כספומטים,9
  tel:,"שא נס 17 באר יעקב, ישראל",דואר ישראל באר יעקב,סניפי דואר,7
  tel:,"הגליל 8 כרמיאל, ישראל",דואר ישראל היחידה המרכזית כרמיאל,סניפי דואר,7
  tel:,"שד' ויצמן  1, אור עקיבא, ישראל",מזרחי קניון אורות,כספומטים,9
  tel:,"הערבה  3, אורנית, ישראל",מזרחי מסלקה,כספומטים,9
  tel:,"אשלים, צה""ל 99, ישראל",רמי לוי אשקלון צפון,מרכולים,1
  tel:,"דם המכבים  28, מודיעין-מכבים-רעות, ישראל",יהב מודיעין,כספומטים,9
  tel:,"באר שבע, הע""ל 38, ישראל",רמי לוי מול 7,מרכולים,1
  tel:,"שד' התמרים  1, אילת, ישראל",מזרחי אילת,כספומטים,9
  tel:,"פרדס חנה-כרכור, תדהר 1, ישראל",רמי לוי רמי לוי פרדס חנה,מרכולים,1
  tel:,"קאמפן  8, אילת, ישראל",מזרחי מסלקה,כספומטים,9
  tel:,"כפר סבא, דרך השרון 2, ישראל",קשת טעמים כפר סבא,מרכולים,1
