qt_1ipv7riftd,qt_fl5xf47dtd,qt_mjj7cc8dtd,Lego_Geocoding_LatLong
"חולון, הרוקמים  26, חולון, ישראל",בנקים,הפועלים מרכז שירות עסקי חולון 391,"32.007036,34.800522"
"חולון, הרוקמים  26, חולון, ישראל",בנקים,הפועלים מרכז שירות עסקי חולון 399,"32.007036,34.800522"
"חולון, הרוקמים   26, חולון, ישראל",בנקים,הפועלים BUSINESS חולון ,"32.007036,34.800522"
"חולון, הרוקמים   26, חולון, ישראל",כספומטים,הפועלים BUSINESS חולון ,"32.007036,34.800522"
"חולון, הר הצופים 6, חולון, ישראל",טיפות חלב,טיפות חלב קרית שרת,"32.008019,34.792861"
"חולון, הסדן 8 חולון, ישראל",לשכת רשות האוכלוסין,לשכת רשות האוכלוסין וההגירה חולון,"32.021667,34.803499"
"חולון, הנחושת  4, חולון, ישראל",כספומטים,דיסקונט התעשיה חולון,"32.016071,34.800201"
"חולון, הנחושת  4, חולון, ישראל",בנקים,דיסקונט התעשיה חולון,"32.016071,34.800201"
"חולון, המשביר  1, חולון, ישראל",בנקים,לאומי מרכז עסקים חולון,"32.015558,34.801654"
"חולון, המשביר  1, חולון, ישראל",בנקים,הבינלאומי חולון עסקים,"32.015558,34.801654"
"חולון, המשביר  1, חולון, ישראל",כספומטים,לאומי מרכז עסקים חולון,"32.015558,34.801654"
"חולון, המשביר  1, חולון, ישראל",כספומטים,הבינלאומי חולון עסקים,"32.015558,34.801654"
"חולון, המרגנית  2, חולון, ישראל",בנקים,הבינלאומי קריית אילון,"32.008763,34.778471"
"חולון, המרגנית  2, חולון, ישראל",כספומטים,הבינלאומי קריית אילון,"32.008763,34.778471"
"חולון, המלאכה  6, חולון, ישראל",בנקים,לאומי עסקים חולון,"32.020711,34.804611"
"חולון, הלוחמים  62, חולון, ישראל",כספומטים,יהב סניפון וולפסון- חולון,"32.035445,34.762685"
"חולון, הלוחמים  62, חולון, ישראל",בנקים,יהב סניפון וולפסון- חולון,"32.035445,34.762685"
"חולון, ההסתדרות 36 חולון, ישראל",סניפי דואר,דואר ישראל חולון,"32.017752,34.771388"
"חולון, ההסתדרות  11, חולון, ישראל",כספומטים,הפועלים שלוחת אזור,"32.018687,34.766248"
"חולון, גולדה מאיר  7, חולון, ישראל",בנקים,מזרחי קרית אילון,"32.012288,34.77943"
"חולון, גולדה מאיר  7, חולון, ישראל",כספומטים,מזרחי קרית אילון,"32.012288,34.77943"
"חולון, ביאליק 165/166, חולון, ישראל",טיפות חלב,טיפות חלב נווה רמז,"32.008663,34.771064"
"חולון, ארליך שמחה 2, חולון, ישראל",טיפות חלב,טיפות חלב בר-לב,"31.999742,34.773204"
"חולון, אילת  12, חולון, ישראל",כספומטים,ירושלים ראשון לציון,"32.022171,34.76509"
"חדרה, ששת הימים  1, חדרה, ישראל",כספומטים,ירושלים חיפה,"32.436127,34.914856"
"חדרה, צה""ל  35, חדרה, ישראל",כספומטים,מזרחי מסלקה,"32.440496,34.930954"
"חדרה, נעמי שמר 2, חדרה, ישראל",טיפות חלב,טיפות חלב אקליפטוס,"32.436479,34.915642"
"חדרה, נוה חיים, חדרה, ישראל",טיפות חלב,טיפות חלב נוה חיים,"32.449572,34.907662"
"חדרה, מבצע עזרא 1, חדרה, ישראל",טיפות חלב,טיפות חלב לוטוס,"32.434129,34.884014"
"חדרה, חדרה, תרנ""א  20, ישראל",מרפאות,"מאוחדת חדרה- תרנ""א 20","32.433791,34.92453"
"חדרה, חדרה, שד רוטשילד 66, ישראל",מרפאות,לאומית חדרה,"32.440095,34.92211"
"חדרה, חדרה, רחוב הלל יפה 13, ישראל",מרפאות,מכבי מר.רפואי חדרה-מנהלת,"32.43616,34.91643"
"חדרה, חדרה, פרופסור דן שכטמן 10, ישראל",מרכולים,יוחננוף חדרה,"32.441347,34.894771"
"חדרה, חדרה, משמר הגבול 1, ישראל",מרכולים,ויקטורי ויקטורי חדרה,"32.434046,34.919652"
"חדרה, חדרה, משמר הגבול 1, ישראל",מרכולים,ויקטורי חדרה,"32.434046,34.919652"
"חדרה, חדרה, השלום 1, ישראל",מרכולים,רמי לוי רמי לוי חדרה,"32.455536,34.905212"
"חדרה, חדרה, הקידה 2, ישראל",מרכולים,שופרסל שופרסל דיל,"32.418539,34.949149"
"חדרה, חדרה, המסגר 22, ישראל",מרכולים,אושר עד אושר עד חדרה,"32.449391,34.914005"
"חדרה, חדרה, הלל יפה 5, ישראל",מרכולים,קרפור חדרה,"32.433944,34.915896"
"חדרה, חדרה, הלל יפה 5, ישראל",מרכולים,קרפור שוק מהדרין קרפור,"32.433944,34.915896"
"חדרה, חדרה, הלל יפה 11, ישראל",מרפאות,כללית חדרה מרכז,"32.435803,34.916437"
"חדרה, חדרה, גמלא 3, ישראל",מרפאות,כללית מרכז בריאות הילד - חדרה,"32.427559,34.93286"
"חדרה, חדרה, אלעזר דוד 27, ישראל",מרכולים,קשת טעמים קשת טעמים חדרה,"32.440094,34.909103"
"חדרה, חדרה, אלוף יקותיאל אדם 7, ישראל",מרכולים,שופרסל שופרסל דיל חדרה,"32.416011,34.95198"
"חדרה, חדרה, אדני פז 1, ישראל",מרכולים,יוחננוף חדרה וילג,"32.429797,34.885941"
"חדרה, התרנ""א  20, חדרה, ישראל",בנקים,לאומי חדרה,"32.433791,34.92453"
"חדרה, התרנ""א  20, חדרה, ישראל",כספומטים,לאומי חדרה,"32.433791,34.92453"
"חדרה, הרצל  23, חדרה, ישראל",כספומטים,מזרחי חדרה,"32.436083,34.918405"
"חדרה, הרצל  23, חדרה, ישראל",בנקים,מזרחי חדרה,"32.436083,34.918405"
"חדרה, הרברט סמואל 54 חדרה, ישראל",סניפי דואר,דואר ישראל היחידה המרכזית חדרה,"32.436662,34.918228"
"חדרה, הרברט סמואל  85, חדרה, ישראל",כספומטים,הפועלים חדרה,"32.43618,34.920639"
"חדרה, הרברט סמואל  85, חדרה, ישראל",בנקים,הפועלים פועלים INVEST חדרה,"32.43618,34.920639"
"חדרה, הרברט סמואל  85, חדרה, ישראל",בנקים,הפועלים חדרה,"32.43618,34.920639"
"חדרה, הרברט סמואל  68, חדרה, ישראל",כספומטים,דיסקונט חדרה,"32.436097,34.920429"
"חדרה, הרברט סמואל  68, חדרה, ישראל",בנקים,דיסקונט חדרה,"32.436097,34.920429"
"חדרה, הרברט סמואל  55, חדרה, ישראל",כספומטים,מרכנתיל חדרה,"32.437069,34.918024"
"חדרה, הנשיא  ויצמן  21, חדרה, ישראל",כספומטים,יהב חדרה,"32.779754,35.510319"
"חדרה, הנשיא  ויצמן  21, חדרה, ישראל",בנקים,יהב חדרה,"32.779754,35.510319"
"חדרה, הנשיא  21, חדרה, ישראל",כספומטים,מסד חדרה,"32.440193,34.918722"
"חדרה, הלל יפה  22, חדרה, ישראל",בנקים,הבינלאומי חדרה,"32.436554,34.917071"
"חדרה, הלל יפה  22, חדרה, ישראל",כספומטים,הבינלאומי חדרה,"32.436554,34.917071"
"חדרה, האומן  17, חדרה, ישראל",בנקים,לאומי עסקים חדרה,"32.449371,34.914217"
"חדרה, האומן  17, חדרה, ישראל",כספומטים,לאומי עסקים חדרה,"32.449371,34.914217"
"חדרה, האומן  11, חדרה, ישראל",כספומטים,מזרחי מסלקה,"32.447852,34.912365"
"חדרה, דרך השלום  1, חדרה, ישראל",כספומטים,יהב הלל יפה חדרה,"32.455536,34.905212"
"חדרה, דרך השלום  1, חדרה, ישראל",בנקים,יהב הלל יפה חדרה,"32.455536,34.905212"
"חדרה, בית אליעזר, חדרה, ישראל",טיפות חלב,טיפות חלב פיקוס,"32.428095,34.950077"
"חדרה, אהרונוביץ 1 חדרה, ישראל",סניפי דואר,דואר ישראל נוה חיים,"32.447504,34.903767"
"זרזיר, ראשי  0, זרזיר, ישראל",כספומטים,מרכנתיל העמקים,"32.726884,35.215722"
"זרזיר, ראשי  0, זרזיר, ישראל",בנקים,מרכנתיל העמקים,"32.726884,35.215722"
"זרזיר, זרזיר, זרזיר, ישראל",טיפות חלב,טיפות חלב זרזיר,"32.726884,35.215722"
"זמר, ימה-זמר, זמר, ישראל",טיפות חלב,טיפות חלב ימה,"32.369407,35.030627"
"זכרון יעקב, קדושי השואה 8, זכרון יעקב, ישראל",טיפות חלב,טיפות חלב זכרון מושבה,"32.573015,34.949522"
"זכרון יעקב, קבוץ גלויות 12, זכרון יעקב, ישראל",טיפות חלב,טיפות חלב גפן,"32.561332,34.962518"
"זכרון יעקב, זכרון יעקב, השמורה 1, ישראל",מרכולים,קרפור זכרון יעקב,"32.566403,34.943434"
"זכרון יעקב, זכרון יעקב, הרצל 48, ישראל",מרפאות,מכבי מר.רפואי זכרון יעקב-מנהלת,"32.574715,34.952483"
"זכרון יעקב, זכרון יעקב, המיסדים 2, ישראל",מרכולים,שופרסל שופרסל דיל זיכרון יעקב,"32.569371,34.954109"
"זכרון יעקב, זכרון יעקב, הלל יפה 14, ישראל",מרכולים,נתיב החסד נתיב החסד זכרון,"32.573953,34.952093"
"זכרון יעקב, זכרון יעקב, הכובשים 1, ישראל",מרכולים,קרפור קרפור זכרון יעקוב,"32.566583,34.944874"
"זכרון יעקב, זכרון יעקב, הדגן 2, ישראל",מרכולים,שופרסל זכרון יעקב,"32.568722,34.955005"
"זכרון יעקב, זכרון יעקב, הדגן 2, ישראל",מרפאות,כללית פסגת זכרון - זכרון יעקב,"32.568722,34.955005"
"זכרון יעקב, השמורה 2 זכרון יעקב, ישראל",סניפי דואר,דואר ישראל שמורת זכרון,"32.566342,34.943107"
"זכרון יעקב, הנדיב 17 זכרון יעקב, ישראל",סניפי דואר,דואר ישראל היחידה המרכזית זכרון יעקב,"32.574114,34.95552"
"זכרון יעקב, הנדיב  13, זכרון יעקב, ישראל",בנקים,מזרחי זיכרון יעקב,"32.574261,34.95381"
"זכרון יעקב, הנדיב  13, זכרון יעקב, ישראל",כספומטים,מזרחי זיכרון יעקב,"32.574261,34.95381"
"זכרון יעקב, הנדיב  11, זכרון יעקב, ישראל",בנקים,לאומי זכרון יעקב,"32.574298,34.953359"
"זכרון יעקב, הנדיב  11, זכרון יעקב, ישראל",כספומטים,לאומי זכרון יעקב,"32.574298,34.953359"
"זכרון יעקב, המייסדים  49, זכרון יעקב, ישראל",בנקים,הפועלים זכרון יעקב,"32.573533,34.953815"
"זכרון יעקב, המייסדים  49, זכרון יעקב, ישראל",כספומטים,הפועלים זכרון יעקב,"32.573533,34.953815"
"זכרון יעקב, הדגן  2, זכרון יעקב, ישראל",בנקים,דיסקונט זכרון יעקב,"32.568722,34.955005"
"זכרון יעקב, הדגן  2, זכרון יעקב, ישראל",כספומטים,דיסקונט זכרון יעקב,"32.568722,34.955005"
"זכרון יעקב, אזור תעשיה מערבי כביש  4, זכרון יעקב, ישראל",כספומטים,ירושלים חיפה,"32.573953,34.952093"
"זכרון יעקב, אזור תעשיה בחלק המזרחי כביש  4, זכרון יעקב, ישראל",כספומטים,ירושלים חיפה,"32.573953,34.952093"
"הרצלייה, שנקר  4, הרצלייה, ישראל",בנקים,דיסקונט מרכז עסקים השרון,"32.160592,34.809326"
"הרצלייה, שד' חן  4, הרצלייה, ישראל",כספומטים,הפועלים הרצליה,"32.170782,34.834073"
"הרצלייה, שד' חן  4, הרצלייה, ישראל",בנקים,הפועלים הרצליה,"32.170782,34.834073"
"הרצלייה, שד' חן  4, הרצלייה, ישראל",בנקים,הפועלים פועלים INVEST הרצליה,"32.170782,34.834073"
"הרצלייה, שד' אבא אבן  10, הרצלייה, ישראל",בנקים,הפועלים הגלים,"32.161338,34.808571"
"הרצלייה, שד' אבא אבן  10, הרצלייה, ישראל",כספומטים,הפועלים הגלים,"32.161338,34.808571"
"הרצלייה, קדושי השואה  63, הרצלייה, ישראל",כספומטים,דיסקונט הרצליה פיתוח,"32.170212,34.803481"
"הרצלייה, צמרות 2 הרצליה, ישראל",סניפי דואר,דואר ישראל צמרות,"32.151647,34.842528"
"הרצלייה, צמרות  2, הרצלייה, ישראל",כספומטים,הבינלאומי צמרות,"32.151647,34.842528"
"הרצלייה, צמרות  2, הרצלייה, ישראל",בנקים,הבינלאומי צמרות,"32.151647,34.842528"
"הרצלייה, סוקולוב 68 הרצליה, ישראל",סניפי דואר,דואר ישראל היחידה המרכזית הרצליה,"32.166962,34.847771"
"הרצלייה, סוקולוב 10, הרצלייה, ישראל",טיפות חלב,טיפות חלב הרצליה מכבי,"32.166853,34.839935"
"הרצלייה, סוקולוב  6, הרצלייה, ישראל",כספומטים,מזרחי הרצליה,"32.166662,34.839909"
